0.007724974,-1.921213803
0.030281044,1.9883912
0.041793816,-1.932865282
0.443343078,-1.91485457
0.462047331,1.960991016
0.462282068,-1.915067967
0.479567231,-0.788502166
0.509250763,-1.115597192
0.542999509,-1.296259149
0.572960458,-1.476878428
0.599347005,-1.544781375
0.640735366,-1.691726596
0.67469751,-1.759714902
0.697338939,-1.805040439
0.750261411,-1.861974776
0.788096712,-1.884936301
0.825974691,-1.885363095
0.86387401,-1.874522524
0.913200743,-1.830007896
0.992957897,-1.718230512
1.038518171,-1.662405839
1.148812445,-1.427028873
1.183244062,-1.247135144
1.198544632,-1.168434306
1.215733766,1.907428352
1.227310557,-1.980026034
1.59098184,-1.961588528
1.617325708,1.947973795
2.287819295,-0.031412048
2.973378716,1.94396193
2.969782975,-1.954589104
